sku,Warehouse1,Warehouse2,Warehouse3,Warehouse4,Warehouse5,Warehouse6,Warehouse7,Warehouse8
101758,0,0,0,0,0,0,0,0
101788,0,0,0,0,0,0,0,0
101796,0,0,0,0,0,0,0,0
101818,0,0,0,0,0,0,0,0
101829,0,0,0,0,0,0,0,0
101838,0,0,0,0,0,0,0,0
101842,0,0,0,0,0,0,0,0
101847,0,0,0,0,0,0,0,0
101856,0,0,0,0,0,0,0,0
101885,0,0,0,0,0,0,0,0
101893,0,0,0,0,0,0,0,0
101927,0,0,0,0,0,0,0,0
101936,0,0,0,0,0,0,0,0
101954,0,0,0,0,0,0,0,0
101966,0,0,0,0,0,0,0,0
101974,0,0,0,0,0,0,0,0
101981,0,0,0,0,0,0,0,0
101990,0,0,0,0,0,0,0,0
102024,0,0,0,0,0,0,0,0
102034,0,0,0,0,0,0,0,0
102040,0,0,0,0,0,0,0,0
102043,0,0,0,0,0,0,0,0
102052,0,0,0,0,0,0,0,0
102059,0,0,0,0,0,0,0,0
102067,0,0,0,0,0,0,0,0
102075,0,0,0,0,0,0,0,0
102083,0,0,0,0,0,0,0,0
102089,0,0,0,0,0,0,0,0
102091,0,0,0,0,0,0,0,0
102098,0,0,0,0,0,0,0,0
102105,0,0,0,0,0,0,0,0
102123,0,0,0,0,0,0,0,0
102132,0,0,0,0,0,0,0,0
102148,0,0,0,0,0,0,0,0
102150,0,0,0,0,0,0,0,0
102156,0,0,0,0,0,0,0,0
102164,0,0,0,0,0,0,0,0
102172,0,0,0,0,0,0,0,0
102178,0,0,0,0,0,0,0,0
102187,0,0,0,0,0,0,0,0
102212,0,0,0,0,0,0,0,0
102261,0,0,0,0,0,0,0,0
102296,0,0,0,0,0,0,0,0
102301,0,0,0,0,0,0,0,0
102318,0,0,0,0,0,0,0,0
102338,0,0,0,0,0,0,0,0
102347,0,0,0,0,0,0,0,0
102350,0,0,0,0,0,0,0,0
102369,0,0,0,0,0,0,0,0
102383,0,0,0,0,0,0,0,0
102385,0,0,0,0,0,0,0,0
102423,0,0,0,0,0,0,0,0
102474,0,0,0,0,0,0,0,0
102481,0,0,0,0,0,0,0,0
102490,0,0,0,0,0,0,0,0
102506,0,0,0,0,0,0,0,0
102512,0,0,0,0,0,0,0,0
102520,0,0,0,0,0,0,0,0
102547,0,0,0,0,0,0,0,0
102563,0,0,0,0,0,0,0,0
102644,0,0,0,0,0,0,0,0
102660,0,0,0,0,0,0,0,0
102668,0,0,0,0,0,0,0,0
102677,0,0,0,0,0,0,0,0
102687,0,0,0,0,0,0,0,0
102695,0,0,0,0,0,0,0,0
102709,0,0,0,0,0,0,0,0
102717,0,0,0,0,0,0,0,0
102725,0,0,0,0,0,0,0,0
102733,0,0,0,0,0,0,0,0
102739,0,0,0,0,0,0,0,0
102741,0,0,0,0,0,0,0,0
102748,0,0,0,0,0,0,0,0
102757,0,0,0,0,0,0,0,0
102792,0,0,0,0,0,0,0,0
102800,0,0,0,0,0,0,0,0
102819,0,0,0,0,0,0,0,0
102822,0,0,0,0,0,0,0,0
102828,0,0,0,0,0,0,0,0
102830,0,0,0,0,0,0,0,0
102846,0,0,0,0,0,0,0,0
102849,0,0,0,0,0,0,0,0
102857,0,0,0,0,0,0,0,0
102865,0,0,0,0,0,0,0,0
102873,0,0,0,0,0,0,0,0
102882,0,0,0,0,0,0,0,0
102891,0,0,0,0,0,0,0,0
102908,0,0,0,0,0,0,0,0
102917,0,0,0,0,0,0,0,0
102935,0,0,0,0,0,0,0,0
102938,0,0,0,0,0,0,0,0
102944,0,0,0,0,0,0,0,0
102946,0,0,0,0,0,0,0,0
102953,0,0,0,0,0,0,0,0
102954,0,0,0,0,0,0,0,0
102962,0,0,0,0,0,0,0,0
102970,0,0,0,0,0,0,0,0
102971,0,0,0,0,0,0,0,0
102980,0,0,0,0,0,0,0,0
102989,0,0,0,0,0,0,0,0
102997,0,0,0,0,0,0,0,0
102999,0,0,0,0,0,0,0,0
103004,0,0,0,0,0,0,0,0
103006,0,0,0,0,0,0,0,0
103012,0,0,0,0,0,0,0,0
103020,0,0,0,0,0,0,0,0
103033,0,0,0,0,0,0,0,0
103039,0,0,0,0,0,0,0,0
103042,0,0,0,0,0,0,0,0
103047,0,0,0,0,0,0,0,0
103055,0,0,0,0,0,0,0,0
103063,0,0,0,0,0,0,0,0
103071,0,0,0,0,0,0,0,0
103079,0,0,0,0,0,0,0,0
103097,0,0,0,0,0,0,0,0
103098,0,0,0,0,0,0,0,0
103101,0,0,0,0,0,0,0,0
103113,0,0,0,0,0,0,0,0
103128,0,0,0,0,0,0,0,0
103136,0,0,0,0,0,0,0,0
103140,0,0,0,0,0,0,0,0
103160,0,0,0,0,0,0,0,0
103168,0,0,0,0,0,0,0,0
103177,0,0,0,0,0,0,0,0
103195,0,0,0,0,0,0,0,0
103202,0,0,0,0,0,0,0,0
103217,0,0,0,0,0,0,0,0
103225,0,0,0,0,0,0,0,0
103233,0,0,0,0,0,0,0,0
103241,0,0,0,0,0,0,0,0
103292,0,0,0,0,0,0,0,0
103306,0,0,0,0,0,0,0,0
103314,0,0,0,0,0,0,0,0
103322,0,0,0,0,0,0,0,0
103328,0,0,0,0,0,0,0,0
103330,0,0,0,0,0,0,0,0
103337,0,0,0,0,0,0,0,0
103349,0,0,0,0,0,0,0,0
103355,0,0,0,0,0,0,0,0
103357,0,0,0,0,0,0,0,0
103364,0,0,0,0,0,0,0,0
103365,0,0,0,0,0,0,0,0
103381,0,0,0,0,0,0,0,0
103382,0,0,0,0,0,0,0,0
103411,0,0,0,0,0,0,0,0
103438,0,0,0,0,0,0,0,0
103471,0,0,0,0,0,0,0,0
103497,0,0,0,0,0,0,0,0
103500,0,0,0,0,0,0,0,0
103505,0,0,0,0,0,0,0,0
103514,0,0,0,0,0,0,0,0
103535,0,0,0,0,0,0,0,0
103543,0,0,0,0,0,0,0,0
103586,0,0,0,0,0,0,0,0
103587,0,0,0,0,0,0,0,0
103594,0,0,0,0,0,0,0,0
103596,0,0,0,0,0,0,0,0
103608,0,0,0,0,0,0,0,0
103612,0,0,0,0,0,0,0,0
103621,0,0,0,0,0,0,0,0
103624,0,0,0,0,0,0,0,0
103632,0,0,0,0,0,0,0,0
103640,0,0,0,0,0,0,0,0
103658,0,0,0,0,0,0,0,0
103659,0,0,0,0,0,0,0,0
103675,0,0,0,0,0,0,0,0
103683,0,0,0,0,0,0,0,0
103685,0,0,0,0,0,0,0,0
103705,0,0,0,0,0,0,0,0
103713,0,0,0,0,0,0,0,0
103747,0,0,0,0,0,0,0,0
103756,0,0,0,0,0,0,0,0
103780,0,0,0,0,0,0,0,0
103799,0,0,0,0,0,0,0,0
103802,0,0,0,0,0,0,0,0
103809,0,0,0,0,0,0,0,0
103810,0,0,0,0,0,0,0,0
103818,0,0,0,0,0,0,0,0
103827,0,0,0,0,0,0,0,0
103836,0,0,0,0,0,0,0,0
103837,0,0,0,0,0,0,0,0
103845,0,0,0,0,0,0,0,0
103853,0,0,0,0,0,0,0,0
103861,0,0,0,0,0,0,0,0
103863,0,0,0,0,0,0,0,0
103872,0,0,0,0,0,0,0,0
103888,0,0,0,0,0,0,0,0
103890,0,0,0,0,0,0,0,0
103896,0,0,0,0,0,0,0,0
103916,0,0,0,0,0,0,0,0
103925,0,0,0,0,0,0,0,0
103926,0,0,0,0,0,0,0,0
103934,0,0,0,0,0,0,0,0
103950,0,0,0,0,0,0,0,0
103970,0,0,0,0,0,0,0,0
103977,0,0,0,0,0,0,0,0
103989,0,0,0,0,0,0,0,0
103993,0,0,0,0,0,0,0,0
103998,0,0,0,0,0,0,0,0
104000,0,0,0,0,0,0,0,0
104019,0,0,0,0,0,0,0,0
104023,0,0,0,0,0,0,0,0
104035,0,0,0,0,0,0,0,0
104051,0,0,0,0,0,0,0,0
104069,0,0,0,0,0,0,0,0
104078,0,0,0,0,0,0,0,0
104087,0,0,0,0,0,0,0,0
104094,0,0,0,0,0,0,0,0
104096,0,0,0,0,0,0,0,0
104103,0,0,0,0,0,0,0,0
104108,0,0,0,0,0,0,0,0
104116,0,0,0,0,0,0,0,0
104121,0,0,0,0,0,0,0,0
104124,0,0,0,0,0,0,0,0
104130,0,0,0,0,0,0,0,0
104159,0,0,0,0,0,0,0,0
104175,0,0,0,0,0,0,0,0
104183,0,0,0,0,0,0,0,0
104191,0,0,0,0,0,0,0,0
104201,0,0,0,0,0,0,0,0
104205,0,0,0,0,0,0,0,0
104210,0,0,0,0,0,0,0,0
104213,0,0,0,0,0,0,0,0
104229,0,0,0,0,0,0,0,0
104238,0,0,0,0,0,0,0,0
104247,0,0,0,0,0,0,0,0
104248,0,0,0,0,0,0,0,0
104256,0,0,0,0,0,0,0,0
104264,0,0,0,0,0,0,0,0
104265,0,0,0,0,0,0,0,0
104272,0,0,0,0,0,0,0,0
104274,0,0,0,0,0,0,0,0
104280,0,0,0,0,0,0,0,0
104292,0,0,0,0,0,0,0,0
104299,0,0,0,0,0,0,0,0
104309,0,0,0,0,0,0,0,0
104310,0,0,0,0,0,0,0,0
104337,0,0,0,0,0,0,0,0
104353,0,0,0,0,0,0,0,0
104354,0,0,0,0,0,0,0,0
104361,0,0,0,0,0,0,0,0
104363,0,0,0,0,0,0,0,0
104372,0,0,0,0,0,0,0,0
104381,0,0,0,0,0,0,0,0
104390,0,0,0,0,0,0,0,0
104396,0,0,0,0,0,0,0,0
104407,0,0,0,0,0,0,0,0
104416,0,0,0,0,0,0,0,0
104418,0,0,0,0,0,0,0,0
104425,0,0,0,0,0,0,0,0
104426,0,0,0,0,0,0,0,0
104443,0,0,0,0,0,0,0,0
104470,0,0,0,0,0,0,0,0
104489,0,0,0,0,0,0,0,0
104493,0,0,0,0,0,0,0,0
104498,0,0,0,0,0,0,0,0
104507,0,0,0,0,0,0,0,0
104513,0,0,0,0,0,0,0,0
104515,0,0,0,0,0,0,0,0
104577,0,0,0,0,0,0,0,0
104582,0,0,0,0,0,0,0,0
104586,0,0,0,0,0,0,0,0
